contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
JX271003.1	2591	No	NA	1	1	0	Low-quality	Genome-fragment	14.32	AAI-based (high-confidence)	0.0	1.0	
JX271004.1	2359	No	NA	1	1	0	Low-quality	Genome-fragment	12.97	AAI-based (high-confidence)	0.0	1.0	
JX271007.1	1578	No	NA	1	1	0	Low-quality	Genome-fragment	9.18	AAI-based (high-confidence)	0.0	1.0	
JX271005.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.84	AAI-based (high-confidence)	0.0	1.0	
JX271009.1	1074	No	NA	1	1	0	Low-quality	Genome-fragment	6.29	AAI-based (high-confidence)	0.0	1.0	
JX271008.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.22	AAI-based (high-confidence)	0.0	1.0	
JX271006.1	1062	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KJ751613.1	3269	No	NA	1	1	0	Low-quality	Genome-fragment	18.14	AAI-based (high-confidence)	0.0	1.0	
KJ751614.1	2650	No	NA	1	1	0	Low-quality	Genome-fragment	14.9	AAI-based (high-confidence)	0.0	1.0	
KJ751615.1	2530	No	NA	1	1	0	Low-quality	Genome-fragment	13.98	AAI-based (high-confidence)	0.0	1.0	
KJ751616.1	2333	No	NA	1	1	0	Low-quality	Genome-fragment	12.84	AAI-based (high-confidence)	0.0	1.0	
KJ751608.1	1519	No	NA	1	1	0	Low-quality	Genome-fragment	8.86	AAI-based (high-confidence)	0.0	1.0	
KJ751617.1	1318	No	NA	1	1	0	Low-quality	Genome-fragment	7.62	AAI-based (high-confidence)	0.0	1.0	
KJ751610.1	1007	No	NA	1	1	0	Low-quality	Genome-fragment	5.89	AAI-based (high-confidence)	0.0	1.0	
KJ751609.1	1003	No	NA	1	1	0	Low-quality	Genome-fragment	5.88	AAI-based (high-confidence)	0.0	1.0	
KJ751618.1	1023	No	NA	1	1	0	Low-quality	Genome-fragment	6.0	AAI-based (high-confidence)	0.0	1.0	
KP752571.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.32	AAI-based (high-confidence)	0.0	1.0	
KP752572.1	2684	No	NA	1	1	0	Low-quality	Genome-fragment	15.09	AAI-based (high-confidence)	0.0	1.0	
KP752573.1	2565	No	NA	1	1	0	Low-quality	Genome-fragment	14.17	AAI-based (high-confidence)	0.0	1.0	
KP752574.1	2317	No	NA	1	1	0	Low-quality	Genome-fragment	12.75	AAI-based (high-confidence)	0.0	1.0	
KP752566.1	1555	No	NA	1	1	0	Low-quality	Genome-fragment	9.07	AAI-based (high-confidence)	0.0	1.0	
KP752575.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.84	AAI-based (high-confidence)	0.0	1.0	
KP752568.1	1045	No	NA	1	1	0	Low-quality	Genome-fragment	6.11	AAI-based (high-confidence)	0.0	1.0	
KP752567.1	1033	No	NA	1	1	0	Low-quality	Genome-fragment	6.05	AAI-based (high-confidence)	0.0	1.0	
KP752576.1	1062	No	NA	1	1	0	Low-quality	Genome-fragment	6.22	AAI-based (high-confidence)	0.0	1.0	
KJ751602.1	3269	No	NA	1	1	0	Low-quality	Genome-fragment	18.14	AAI-based (high-confidence)	0.0	1.0	
KJ751603.1	2650	No	NA	1	1	0	Low-quality	Genome-fragment	14.9	AAI-based (high-confidence)	0.0	1.0	
KJ751604.1	2530	No	NA	1	1	0	Low-quality	Genome-fragment	13.98	AAI-based (high-confidence)	0.0	1.0	
KJ751605.1	2333	No	NA	1	1	0	Low-quality	Genome-fragment	12.84	AAI-based (high-confidence)	0.0	1.0	
KJ751597.1	1519	No	NA	1	1	0	Low-quality	Genome-fragment	8.86	AAI-based (high-confidence)	0.0	1.0	
KJ751606.1	1318	No	NA	1	1	0	Low-quality	Genome-fragment	7.62	AAI-based (high-confidence)	0.0	1.0	
KJ751599.1	1007	No	NA	1	1	0	Low-quality	Genome-fragment	5.89	AAI-based (high-confidence)	0.0	1.0	
KJ751598.1	1003	No	NA	1	1	0	Low-quality	Genome-fragment	5.88	AAI-based (high-confidence)	0.0	1.0	
KJ751607.1	1018	No	NA	1	1	0	Low-quality	Genome-fragment	5.97	AAI-based (high-confidence)	0.0	1.0	
KX655484.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.33	AAI-based (high-confidence)	0.0	1.0	
KX655485.1	2729	No	NA	1	1	0	Low-quality	Genome-fragment	15.38	AAI-based (high-confidence)	0.0	1.0	
KX655486.1	2592	No	NA	1	1	0	Low-quality	Genome-fragment	14.33	AAI-based (high-confidence)	0.0	1.0	
KX655487.1	2359	No	NA	1	1	0	Low-quality	Genome-fragment	12.98	AAI-based (high-confidence)	0.0	1.0	
KX655490.1	1566	No	NA	1	1	0	Low-quality	Genome-fragment	9.19	AAI-based (high-confidence)	0.0	1.0	
KX655488.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.85	AAI-based (high-confidence)	0.0	1.0	
KX655492.1	1074	No	NA	1	1	0	Low-quality	Genome-fragment	6.3	AAI-based (high-confidence)	0.0	1.0	
KX655491.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.22	AAI-based (high-confidence)	0.0	1.0	
KX655489.1	1062	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KJ752662.1	3269	No	NA	1	1	0	Low-quality	Genome-fragment	18.14	AAI-based (high-confidence)	0.0	1.0	
KJ752663.1	2650	No	NA	1	1	0	Low-quality	Genome-fragment	14.9	AAI-based (high-confidence)	0.0	1.0	
KJ752664.1	2530	No	NA	1	1	0	Low-quality	Genome-fragment	13.98	AAI-based (high-confidence)	0.0	1.0	
KJ752665.1	2333	No	NA	1	1	0	Low-quality	Genome-fragment	12.84	AAI-based (high-confidence)	0.0	1.0	
KJ752657.1	1519	No	NA	1	1	0	Low-quality	Genome-fragment	8.86	AAI-based (high-confidence)	0.0	1.0	
KJ752666.1	1320	No	NA	1	1	0	Low-quality	Genome-fragment	7.63	AAI-based (high-confidence)	0.0	1.0	
KJ752659.1	1007	No	NA	1	1	0	Low-quality	Genome-fragment	5.89	AAI-based (high-confidence)	0.0	1.0	
KJ752658.1	1003	No	NA	1	1	0	Low-quality	Genome-fragment	5.88	AAI-based (high-confidence)	0.0	1.0	
KJ752667.1	1023	No	NA	1	1	0	Low-quality	Genome-fragment	5.99	AAI-based (high-confidence)	0.0	1.0	
KM454492.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.32	AAI-based (high-confidence)	0.0	1.0	
KM454493.1	2687	No	NA	1	1	0	Low-quality	Genome-fragment	15.11	AAI-based (high-confidence)	0.0	1.0	
KM454494.1	2591	No	NA	1	1	0	Low-quality	Genome-fragment	14.32	AAI-based (high-confidence)	0.0	1.0	
KM454495.1	2362	No	NA	1	1	0	Low-quality	Genome-fragment	12.99	AAI-based (high-confidence)	0.0	1.0	
KM454498.1	1579	No	NA	1	1	0	Low-quality	Genome-fragment	9.02	AAI-based (high-confidence)	0.0	1.0	
KM454496.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.85	AAI-based (high-confidence)	0.0	1.0	
KM454500.1	1066	No	NA	1	1	0	Low-quality	Genome-fragment	6.24	AAI-based (high-confidence)	0.0	1.0	
KM454499.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.2	AAI-based (high-confidence)	0.0	1.0	
KM454497.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.21	AAI-based (high-confidence)	0.0	1.0	
KJ751757.1	3269	No	NA	1	1	0	Low-quality	Genome-fragment	18.15	AAI-based (high-confidence)	0.0	1.0	
KJ751758.1	2698	No	NA	1	1	0	Low-quality	Genome-fragment	15.2	AAI-based (high-confidence)	0.0	1.0	
KJ751759.1	2530	No	NA	1	1	0	Low-quality	Genome-fragment	14.01	AAI-based (high-confidence)	0.0	1.0	
KJ751760.1	2330	No	NA	1	1	0	Low-quality	Genome-fragment	12.83	AAI-based (high-confidence)	0.0	1.0	
KJ751752.1	1519	No	NA	1	1	0	Low-quality	Genome-fragment	8.92	AAI-based (high-confidence)	0.0	1.0	
KJ751761.1	1320	No	NA	1	1	0	Low-quality	Genome-fragment	7.64	AAI-based (high-confidence)	0.0	1.0	
KJ751754.1	1015	No	NA	1	1	0	Low-quality	Genome-fragment	5.95	AAI-based (high-confidence)	0.0	1.0	
KJ751753.1	1001	No	NA	1	1	0	Low-quality	Genome-fragment	5.88	AAI-based (high-confidence)	0.0	1.0	
KJ751762.1	1022	No	NA	1	1	0	Low-quality	Genome-fragment	6.0	AAI-based (high-confidence)	0.0	1.0	
KP753178.1	3284	No	NA	1	1	0	Low-quality	Genome-fragment	18.22	AAI-based (high-confidence)	0.0	1.0	
KP753179.1	2650	No	NA	1	1	0	Low-quality	Genome-fragment	14.91	AAI-based (high-confidence)	0.0	1.0	
KP753180.1	2530	No	NA	1	1	0	Low-quality	Genome-fragment	14.0	AAI-based (high-confidence)	0.0	1.0	
KP753181.1	2329	No	NA	1	1	0	Low-quality	Genome-fragment	12.82	AAI-based (high-confidence)	0.0	1.0	
KP753173.1	1519	No	NA	1	1	0	Low-quality	Genome-fragment	8.86	AAI-based (high-confidence)	0.0	1.0	
KP753182.1	1320	No	NA	1	1	0	Low-quality	Genome-fragment	7.63	AAI-based (high-confidence)	0.0	1.0	
KP753175.1	1007	No	NA	1	1	0	Low-quality	Genome-fragment	5.89	AAI-based (high-confidence)	0.0	1.0	
KP753174.1	1003	No	NA	1	1	0	Low-quality	Genome-fragment	5.88	AAI-based (high-confidence)	0.0	1.0	
KP753183.1	1017	No	NA	1	1	0	Low-quality	Genome-fragment	5.96	AAI-based (high-confidence)	0.0	1.0	
KJ751867.1	3269	No	NA	1	1	0	Low-quality	Genome-fragment	18.15	AAI-based (high-confidence)	0.0	1.0	
KJ751868.1	2695	No	NA	1	1	0	Low-quality	Genome-fragment	15.19	AAI-based (high-confidence)	0.0	1.0	
KJ751869.1	2530	No	NA	1	1	0	Low-quality	Genome-fragment	13.99	AAI-based (high-confidence)	0.0	1.0	
KJ751870.1	2333	No	NA	1	1	0	Low-quality	Genome-fragment	12.84	AAI-based (high-confidence)	0.0	1.0	
KJ751862.1	1519	No	NA	1	1	0	Low-quality	Genome-fragment	8.92	AAI-based (high-confidence)	0.0	1.0	
KJ751871.1	1320	No	NA	1	1	0	Low-quality	Genome-fragment	7.64	AAI-based (high-confidence)	0.0	1.0	
KJ751864.1	1015	No	NA	1	1	0	Low-quality	Genome-fragment	5.95	AAI-based (high-confidence)	0.0	1.0	
KJ751863.1	1003	No	NA	1	1	0	Low-quality	Genome-fragment	5.89	AAI-based (high-confidence)	0.0	1.0	
KJ751872.1	1023	No	NA	1	1	0	Low-quality	Genome-fragment	6.0	AAI-based (high-confidence)	0.0	1.0	
KJ753281.1	3269	No	NA	1	1	0	Low-quality	Genome-fragment	18.15	AAI-based (high-confidence)	0.0	1.0	
KJ753282.1	2701	No	NA	1	1	0	Low-quality	Genome-fragment	15.22	AAI-based (high-confidence)	0.0	1.0	
KJ753283.1	2530	No	NA	1	1	0	Low-quality	Genome-fragment	13.99	AAI-based (high-confidence)	0.0	1.0	
KJ753284.1	2333	No	NA	1	1	0	Low-quality	Genome-fragment	12.84	AAI-based (high-confidence)	0.0	1.0	
KJ753276.1	1519	No	NA	1	1	0	Low-quality	Genome-fragment	8.92	AAI-based (high-confidence)	0.0	1.0	
KJ753285.1	1317	No	NA	1	1	0	Low-quality	Genome-fragment	7.62	AAI-based (high-confidence)	0.0	1.0	
KJ753278.1	1015	No	NA	1	1	0	Low-quality	Genome-fragment	5.95	AAI-based (high-confidence)	0.0	1.0	
KJ753277.1	1003	No	NA	1	1	0	Low-quality	Genome-fragment	5.89	AAI-based (high-confidence)	0.0	1.0	
KJ753286.1	1023	No	NA	1	1	0	Low-quality	Genome-fragment	6.0	AAI-based (high-confidence)	0.0	1.0	
KJ753727.1	3269	No	NA	1	1	0	Low-quality	Genome-fragment	18.15	AAI-based (high-confidence)	0.0	1.0	
KJ753728.1	2695	No	NA	1	1	0	Low-quality	Genome-fragment	15.19	AAI-based (high-confidence)	0.0	1.0	
KJ753729.1	2530	No	NA	1	1	0	Low-quality	Genome-fragment	13.99	AAI-based (high-confidence)	0.0	1.0	
KJ753730.1	2333	No	NA	1	1	0	Low-quality	Genome-fragment	12.84	AAI-based (high-confidence)	0.0	1.0	
KJ753722.1	1519	No	NA	1	1	0	Low-quality	Genome-fragment	8.93	AAI-based (high-confidence)	0.0	1.0	
KJ753731.1	1320	No	NA	1	1	0	Low-quality	Genome-fragment	7.64	AAI-based (high-confidence)	0.0	1.0	
KJ753724.1	1015	No	NA	1	1	0	Low-quality	Genome-fragment	5.95	AAI-based (high-confidence)	0.0	1.0	
KJ753732.1	1023	No	NA	1	1	0	Low-quality	Genome-fragment	6.0	AAI-based (high-confidence)	0.0	1.0	
KX655506.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.32	AAI-based (high-confidence)	0.0	1.0	
KX655507.1	2684	No	NA	1	1	0	Low-quality	Genome-fragment	15.1	AAI-based (high-confidence)	0.0	1.0	
KX655508.1	2591	No	NA	1	1	0	Low-quality	Genome-fragment	14.31	AAI-based (high-confidence)	0.0	1.0	
KX655509.1	2361	No	NA	1	1	0	Low-quality	Genome-fragment	12.99	AAI-based (high-confidence)	0.0	1.0	
KX655512.1	1566	No	NA	1	1	0	Low-quality	Genome-fragment	9.14	AAI-based (high-confidence)	0.0	1.0	
KX655510.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.84	AAI-based (high-confidence)	0.0	1.0	
KX655514.1	1066	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KX655513.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.2	AAI-based (high-confidence)	0.0	1.0	
KX655511.1	1062	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KX632309.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.33	AAI-based (high-confidence)	0.0	1.0	
KX632310.1	2717	No	NA	1	1	0	Low-quality	Genome-fragment	15.31	AAI-based (high-confidence)	0.0	1.0	
KX632311.1	2591	No	NA	1	1	0	Low-quality	Genome-fragment	14.32	AAI-based (high-confidence)	0.0	1.0	
KX632312.1	2359	No	NA	1	1	0	Low-quality	Genome-fragment	12.99	AAI-based (high-confidence)	0.0	1.0	
KX632315.1	1566	No	NA	1	1	0	Low-quality	Genome-fragment	9.2	AAI-based (high-confidence)	0.0	1.0	
KX632313.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.85	AAI-based (high-confidence)	0.0	1.0	
KX632317.1	1074	No	NA	1	1	0	Low-quality	Genome-fragment	6.3	AAI-based (high-confidence)	0.0	1.0	
KX632316.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.22	AAI-based (high-confidence)	0.0	1.0	
KX632314.1	1061	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KX632331.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.32	AAI-based (high-confidence)	0.0	1.0	
KX632332.1	2684	No	NA	1	1	0	Low-quality	Genome-fragment	15.09	AAI-based (high-confidence)	0.0	1.0	
KX632333.1	2591	No	NA	1	1	0	Low-quality	Genome-fragment	14.31	AAI-based (high-confidence)	0.0	1.0	
KX632334.1	2359	No	NA	1	1	0	Low-quality	Genome-fragment	12.98	AAI-based (high-confidence)	0.0	1.0	
KX632337.1	1566	No	NA	1	1	0	Low-quality	Genome-fragment	9.14	AAI-based (high-confidence)	0.0	1.0	
KX632335.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.84	AAI-based (high-confidence)	0.0	1.0	
KX632339.1	1066	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KX632338.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.2	AAI-based (high-confidence)	0.0	1.0	
KX632336.1	1062	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KX655473.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.32	AAI-based (high-confidence)	0.0	1.0	
KX655474.1	2684	No	NA	1	1	0	Low-quality	Genome-fragment	15.09	AAI-based (high-confidence)	0.0	1.0	
KX655475.1	2591	No	NA	1	1	0	Low-quality	Genome-fragment	14.31	AAI-based (high-confidence)	0.0	1.0	
KX655476.1	2359	No	NA	1	1	0	Low-quality	Genome-fragment	12.98	AAI-based (high-confidence)	0.0	1.0	
KX655479.1	1566	No	NA	1	1	0	Low-quality	Genome-fragment	9.14	AAI-based (high-confidence)	0.0	1.0	
KX655477.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.84	AAI-based (high-confidence)	0.0	1.0	
KX655481.1	1066	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KX655480.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.21	AAI-based (high-confidence)	0.0	1.0	
KX655478.1	1062	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KX632298.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.33	AAI-based (high-confidence)	0.0	1.0	
KX632299.1	2729	No	NA	1	1	0	Low-quality	Genome-fragment	15.38	AAI-based (high-confidence)	0.0	1.0	
KX632300.1	2591	No	NA	1	1	0	Low-quality	Genome-fragment	14.32	AAI-based (high-confidence)	0.0	1.0	
KX632301.1	2359	No	NA	1	1	0	Low-quality	Genome-fragment	12.99	AAI-based (high-confidence)	0.0	1.0	
KX632304.1	1565	No	NA	1	1	0	Low-quality	Genome-fragment	9.19	AAI-based (high-confidence)	0.0	1.0	
KX632302.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.85	AAI-based (high-confidence)	0.0	1.0	
KX632306.1	1074	No	NA	1	1	0	Low-quality	Genome-fragment	6.3	AAI-based (high-confidence)	0.0	1.0	
KX632305.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.22	AAI-based (high-confidence)	0.0	1.0	
KX632303.1	1061	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
HQ844016.1	3267	No	NA	1	1	0	Low-quality	Genome-fragment	18.13	AAI-based (high-confidence)	0.0	1.0	
HQ844017.1	2643	No	NA	1	1	0	Low-quality	Genome-fragment	14.86	AAI-based (high-confidence)	0.0	1.0	
HQ844018.1	2508	No	NA	1	1	0	Low-quality	Genome-fragment	13.86	AAI-based (high-confidence)	0.0	1.0	
HQ844019.1	2331	No	NA	1	1	0	Low-quality	Genome-fragment	12.82	AAI-based (high-confidence)	0.0	1.0	
HQ844020.1	1476	No	NA	1	1	0	Low-quality	Genome-fragment	8.59	AAI-based (high-confidence)	0.0	1.0	
HQ844021.1	1194	No	NA	1	1	0	Low-quality	Genome-fragment	6.9	AAI-based (high-confidence)	0.0	1.0	
KX632342.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.33	AAI-based (high-confidence)	0.0	1.0	
KX632343.1	2684	No	NA	1	1	0	Low-quality	Genome-fragment	15.1	AAI-based (high-confidence)	0.0	1.0	
KX632344.1	2591	No	NA	1	1	0	Low-quality	Genome-fragment	14.34	AAI-based (high-confidence)	0.0	1.0	
KX632345.1	2359	No	NA	1	1	0	Low-quality	Genome-fragment	12.99	AAI-based (high-confidence)	0.0	1.0	
KX632348.1	1565	No	NA	1	1	0	Low-quality	Genome-fragment	9.19	AAI-based (high-confidence)	0.0	1.0	
KX632346.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.85	AAI-based (high-confidence)	0.0	1.0	
KX632350.1	1067	No	NA	1	1	0	Low-quality	Genome-fragment	6.25	AAI-based (high-confidence)	0.0	1.0	
KX632349.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.22	AAI-based (high-confidence)	0.0	1.0	
KX632347.1	1061	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KX632287.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.33	AAI-based (high-confidence)	0.0	1.0	
KX632288.1	2738	No	NA	1	1	0	Low-quality	Genome-fragment	15.43	AAI-based (high-confidence)	0.0	1.0	
KX632289.1	2591	No	NA	1	1	0	Low-quality	Genome-fragment	14.32	AAI-based (high-confidence)	0.0	1.0	
KX632290.1	2359	No	NA	1	1	0	Low-quality	Genome-fragment	12.99	AAI-based (high-confidence)	0.0	1.0	
KX632293.1	1565	No	NA	1	1	0	Low-quality	Genome-fragment	9.19	AAI-based (high-confidence)	0.0	1.0	
KX632291.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.85	AAI-based (high-confidence)	0.0	1.0	
KX632295.1	1074	No	NA	1	1	0	Low-quality	Genome-fragment	6.3	AAI-based (high-confidence)	0.0	1.0	
KX632294.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.22	AAI-based (high-confidence)	0.0	1.0	
KX632292.1	1061	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KX632276.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.32	AAI-based (high-confidence)	0.0	1.0	
KX632277.1	2684	No	NA	1	1	0	Low-quality	Genome-fragment	15.1	AAI-based (high-confidence)	0.0	1.0	
KX632278.1	2591	No	NA	1	1	0	Low-quality	Genome-fragment	14.31	AAI-based (high-confidence)	0.0	1.0	
KX632279.1	2359	No	NA	1	1	0	Low-quality	Genome-fragment	12.98	AAI-based (high-confidence)	0.0	1.0	
KX632282.1	1566	No	NA	1	1	0	Low-quality	Genome-fragment	9.13	AAI-based (high-confidence)	0.0	1.0	
KX632280.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.84	AAI-based (high-confidence)	0.0	1.0	
KX632284.1	1066	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KX632283.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.2	AAI-based (high-confidence)	0.0	1.0	
KX632281.1	1062	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KX632265.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.33	AAI-based (high-confidence)	0.0	1.0	
KX632266.1	2729	No	NA	1	1	0	Low-quality	Genome-fragment	15.38	AAI-based (high-confidence)	0.0	1.0	
KX632267.1	2591	No	NA	1	1	0	Low-quality	Genome-fragment	14.32	AAI-based (high-confidence)	0.0	1.0	
KX632268.1	2359	No	NA	1	1	0	Low-quality	Genome-fragment	12.98	AAI-based (high-confidence)	0.0	1.0	
KX632271.1	1565	No	NA	1	1	0	Low-quality	Genome-fragment	9.19	AAI-based (high-confidence)	0.0	1.0	
KX632269.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.85	AAI-based (high-confidence)	0.0	1.0	
KX632273.1	1074	No	NA	1	1	0	Low-quality	Genome-fragment	6.3	AAI-based (high-confidence)	0.0	1.0	
KX632272.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.22	AAI-based (high-confidence)	0.0	1.0	
KX632270.1	1062	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KX632320.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.33	AAI-based (high-confidence)	0.0	1.0	
KX632321.1	2735	No	NA	1	1	0	Low-quality	Genome-fragment	15.41	AAI-based (high-confidence)	0.0	1.0	
KX632322.1	2591	No	NA	1	1	0	Low-quality	Genome-fragment	14.32	AAI-based (high-confidence)	0.0	1.0	
KX632323.1	2359	No	NA	1	1	0	Low-quality	Genome-fragment	12.99	AAI-based (high-confidence)	0.0	1.0	
KX632326.1	1567	No	NA	1	1	0	Low-quality	Genome-fragment	9.21	AAI-based (high-confidence)	0.0	1.0	
KX632324.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.85	AAI-based (high-confidence)	0.0	1.0	
KX632328.1	1074	No	NA	1	1	0	Low-quality	Genome-fragment	6.3	AAI-based (high-confidence)	0.0	1.0	
KX632327.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.22	AAI-based (high-confidence)	0.0	1.0	
KX632325.1	1061	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KX632254.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.32	AAI-based (high-confidence)	0.0	1.0	
KX632255.1	2684	No	NA	1	1	0	Low-quality	Genome-fragment	15.09	AAI-based (high-confidence)	0.0	1.0	
KX632256.1	2591	No	NA	1	1	0	Low-quality	Genome-fragment	14.3	AAI-based (high-confidence)	0.0	1.0	
KX632257.1	2359	No	NA	1	1	0	Low-quality	Genome-fragment	12.98	AAI-based (high-confidence)	0.0	1.0	
KX632260.1	1566	No	NA	1	1	0	Low-quality	Genome-fragment	9.14	AAI-based (high-confidence)	0.0	1.0	
KX632258.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.84	AAI-based (high-confidence)	0.0	1.0	
KX632262.1	1066	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KX632261.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.2	AAI-based (high-confidence)	0.0	1.0	
KX632259.1	1062	No	NA	1	1	0	Low-quality	Genome-fragment	6.22	AAI-based (high-confidence)	0.0	1.0	
KX632243.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.33	AAI-based (high-confidence)	0.0	1.0	
KX632244.1	2729	No	NA	1	1	0	Low-quality	Genome-fragment	15.38	AAI-based (high-confidence)	0.0	1.0	
KX632245.1	2591	No	NA	1	1	0	Low-quality	Genome-fragment	14.32	AAI-based (high-confidence)	0.0	1.0	
KX632246.1	2359	No	NA	1	1	0	Low-quality	Genome-fragment	12.99	AAI-based (high-confidence)	0.0	1.0	
KX632249.1	1565	No	NA	1	1	0	Low-quality	Genome-fragment	9.19	AAI-based (high-confidence)	0.0	1.0	
KX632247.1	1356	No	NA	1	1	0	Low-quality	Genome-fragment	7.85	AAI-based (high-confidence)	0.0	1.0	
KX632251.1	1074	No	NA	1	1	0	Low-quality	Genome-fragment	6.3	AAI-based (high-confidence)	0.0	1.0	
KX632250.1	1059	No	NA	1	1	0	Low-quality	Genome-fragment	6.22	AAI-based (high-confidence)	0.0	1.0	
KX632248.1	1062	No	NA	1	1	0	Low-quality	Genome-fragment	6.23	AAI-based (high-confidence)	0.0	1.0	
KF541281.1	3264	No	NA	1	1	0	Low-quality	Genome-fragment	18.11	AAI-based (high-confidence)	0.0	1.0	
KF541282.1	2667	No	NA	1	1	0	Low-quality	Genome-fragment	15.0	AAI-based (high-confidence)	0.0	1.0	
KF541283.1	2505	No	NA	1	1	0	Low-quality	Genome-fragment	13.84	AAI-based (high-confidence)	0.0	1.0	
KF541284.1	2328	No	NA	1	1	0	Low-quality	Genome-fragment	12.81	AAI-based (high-confidence)	0.0	1.0	
KF541287.1	1476	No	NA	1	1	0	Low-quality	Genome-fragment	8.45	AAI-based (high-confidence)	0.0	1.0	
KF541285.1	1191	No	NA	1	1	0	Low-quality	Genome-fragment	6.89	AAI-based (high-confidence)	0.0	1.0	
KJ411432.1	3302	No	NA	1	1	0	Low-quality	Genome-fragment	18.32	AAI-based (high-confidence)	0.0	1.0	
KJ411433.1	2684	No	NA	1	1	0	Low-quality	Genome-fragment	15.09	AAI-based (high-confidence)	0.0	1.0	
